24.696,0,1,10,4,6,42.18,0.43,1.8,9.8,1.4,0.41,0.82,418.83,297.97,2.82,19,11,2,10.85,1.6,2.2,1.9656849
24.99768,0,1,10,4,6,42.16,0.43,1.8,9.78,1.42,0.39,0.82,419.09,298.1,2.81,19,17,2,10.85,5.2,2.2,1.4284847
24.588564,0,1,10,4,6,42.12,0.43,1.82,9.79,1.38,0.39,0.78,419.7,298,2.82,19,21,3,12.3,1.35,5,0.87783492
24.78252,0,1,10,4,6,42.09,0.42,1.81,9.78,1.4,0.4,0.82,418.69,298.55,2.79,19,2,1,13.75,1.6,2.2,0.21643898
15.95552,0,1,10,13,6,42.08,0.26,2.38,8.38,0.8,0.4,0.59,402.68,284.95,1.41,16,9,1,12.65,9.1,5.1,0.17460737
25.239364,0,1,10,4,6,42.06,0.43,1.81,9.82,1.42,0.38,0.8,419.23,297.1,2.79,19,20,3,12.3,1.35,2.2,0.92538369
24.44652,0,1,10,4,6,42.05,0.43,1.78,9.81,1.4,0.41,0.8,419.09,297.67,2.8,19,5,1,13.75,3.4,2.2,0.23961957
24.99588,0,1,10,4,6,42.05,0.43,1.82,9.81,1.4,0.41,0.8,419.83,298.84,2.79,19,22,4,12.3,1.6,5.3,0.54877335
7.239276,0,1,10,8,7,42.04,0.75,2.02,1.81,1.98,2.01,0.38,429.84,297.3,0.81,27,16,2,10.95,8.8,-2,0.34911624
24.4216,0,1,10,4,6,42.04,0.43,1.78,9.8,1.4,0.4,0.79,419.39,297.61,2.8,19,1,1,13.75,1.6,-0.6,0.20943555
24.759459,0,1,10,4,6,42.04,0.43,1.79,9.81,1.41,0.41,0.81,418.51,297.82,2.81,19,19,3,12.3,1.35,-0.6,0.91788393
24.79204,0,1,10,4,6,42.03,0.43,1.82,9.8,1.39,0.42,0.79,417.93,298.23,2.8,19,3,1,13.75,1.6,5,0.25314438
24.817338,0,1,10,4,6,42.03,0.43,1.82,9.81,1.39,0.4,0.81,419.7,298.27,2.81,19,23,4,12.3,3.4,5.3,0.45115897
16.378119,0,1,10,13,6,42.02,0.26,2.41,8.39,0.81,0.4,0.59,403.06,285.16,1.38,16,12,2,11.15,-3.5,5.1,1.2401862
24.89778,0,1,10,4,6,42.02,0.43,1.8,9.81,1.41,0.39,0.8,419.44,298.12,2.78,19,4,1,13.75,3.4,-0.6,0.22575511
24.5588,0,1,10,4,6,42.02,0.43,1.79,9.8,1.4,0.39,0.81,419.69,297.62,2.82,19,12,2,10.85,1.6,5,1.8381979
7.088579,0,1,10,8,7,42.01,0.76,1.99,1.79,1.99,1.99,0.42,430.03,296.65,0.81,27,13,2,10.95,5,-2,0.4010973
7.0844,0,1,10,8,7,42.01,0.76,1.99,1.78,2,2,0.41,429.68,297.49,0.8,27,22,4,11.4,1.2,4.9,0.09826529
7.27218,0,1,10,8,7,42.01,0.76,2.01,1.8,2.01,2.01,0.4,431.05,296.97,0.81,27,25,5,11.4,9.05,-2,0.12199881
24.5196,0,1,10,4,6,42.01,0.43,1.8,9.8,1.39,0.39,0.8,419.99,298.1,2.81,19,13,2,10.85,3.4,-0.6,1.8865875
24.817338,0,1,10,4,6,42,0.43,1.82,9.81,1.39,0.4,0.8,419.33,298.41,2.8,19,6,1,13.75,3.4,5,0.24922334
24.56964,0,1,10,4,6,42,0.43,1.8,9.82,1.39,0.39,0.82,419.75,297.96,2.81,19,9,1,13.75,5.2,5,0.23575556
24.759459,0,1,10,4,6,42,0.43,1.79,9.81,1.41,0.39,0.79,419.47,297.44,2.81,19,26,5,12.3,5.45,2.2,0.40387267
24.5196,0,1,10,4,6,41.99,0.43,1.8,9.8,1.39,0.42,0.79,418.79,297.86,2.8,19,8,1,13.75,5.2,2.2,0.18184097
24.99588,0,1,10,4,6,41.99,0.43,1.82,9.81,1.4,0.4,0.79,417.84,297.87,2.81,19,15,2,10.85,3.4,5,1.786312
24.3432,0,1,10,4,6,41.99,0.43,1.8,9.8,1.38,0.42,0.81,417.53,297.33,2.79,19,16,2,10.85,5.2,-0.6,1.4233619
24.3432,0,1,10,4,6,41.98,0.43,1.8,9.8,1.38,0.4,0.81,417.48,297.5,2.78,19,24,4,12.3,5.2,5.3,0.46423516
7.128,0,1,10,8,7,41.97,0.76,2,1.8,1.98,2,0.41,430.37,296.89,0.78,27,1,1,11.85,1.2,-2,0.078843534
7.2762,0,1,10,8,7,41.97,0.76,2.01,1.81,2,1.98,0.41,430.06,297.79,0.82,27,4,1,11.85,5,-2,0.041789014
7.267758,0,1,10,8,7,41.97,0.76,2.02,1.79,2.01,1.99,0.39,430.63,297.5,0.8,27,23,4,11.4,5,4.9,0.093397684
25.07436,0,1,10,4,6,41.97,0.43,1.8,9.81,1.42,0.39,0.79,419.13,298.6,2.78,19,7,1,13.75,5.2,-0.6,0.17989162
24.89778,0,1,10,4,6,41.97,0.43,1.8,9.81,1.41,0.4,0.81,419.06,297.83,2.8,19,14,2,10.85,3.4,2.2,1.8644729
16.19352,0,1,10,13,6,41.96,0.26,2.38,8.4,0.81,0.4,0.61,402.37,285.08,1.4,16,27,5,11.9,9.35,5.1,0.28464636
7.16364,0,1,10,8,7,41.94,0.76,1.98,1.8,2.01,1.99,0.41,430.78,297.03,0.82,27,6,1,11.85,5,4.6,0.035531994
24.680979,0,1,10,4,6,41.94,0.43,1.81,9.81,1.39,0.4,0.8,419,297.71,2.79,19,25,5,12.3,5.45,-0.6,0.39719641
7.2316,0,1,10,8,7,41.93,0.76,2,1.79,2.02,2,0.38,430.07,297.22,0.81,27,24,4,11.4,8.8,4.9,0.088016316
15.841159,0,1,10,13,6,41.93,0.26,2.39,8.39,0.79,0.41,0.59,403.33,284.7,1.4,16,5,1,12.65,2.8,2.3,0.15138662
7.23564,0,1,10,8,7,41.92,0.76,1.99,1.8,2.02,2.01,0.39,430.34,297.31,0.8,27,19,3,11.4,0.95,-2,0.21747927
24.49458,0,1,10,4,6,41.92,0.43,1.8,9.79,1.39,0.39,0.81,420.07,298.69,2.8,19,18,2,10.85,5.2,5,1.414062
7.159821,0,1,10,8,7,41.91,0.76,1.99,1.79,2.01,2,0.4,431.07,297.59,0.8,27,11,2,10.95,1.2,1.3,0.19332248
7.16,0,1,10,8,7,41.91,0.76,2,1.79,2,2,0.39,430.13,297.61,0.81,27,14,2,10.95,5,1.3,0.26401165
7.426328,0,1,10,8,7,41.91,0.76,2.02,1.82,2.02,1.98,0.42,431.31,297.2,0.81,27,26,5,11.4,9.05,1.3,0.11528329
16.358598,0,1,10,13,6,41.91,0.26,2.41,8.38,0.81,0.4,0.62,402.57,284.31,1.4,16,6,1,12.65,2.8,5.1,0.12498129
24.20796,0,1,10,4,6,41.91,0.43,1.79,9.8,1.38,0.41,0.79,419.35,298.28,2.81,19,27,5,12.3,5.45,5,0.4214564
16.280919,0,1,10,13,6,41.9,0.26,2.39,8.41,0.81,0.41,0.58,402.42,284.73,1.41,16,4,1,12.65,2.8,-0.5,0.22385803
16.688804,0,1,10,13,6,41.9,0.26,2.42,8.41,0.82,0.4,0.61,402.46,284.86,1.42,16,20,3,11.9,-3.75,2.3,0.64817154
16.154964,0,1,10,13,6,41.89,0.26,2.38,8.38,0.81,0.41,0.61,404.05,284.66,1.41,16,8,1,12.65,9.1,2.3,0.071026698
15.9264,0,1,10,13,6,41.89,0.26,2.4,8.4,0.79,0.41,0.59,401.42,284.94,1.39,16,26,5,11.9,9.35,2.3,0.22518043
16.174242,0,1,10,13,6,41.88,0.26,2.38,8.39,0.81,0.42,0.6,402.39,284.86,1.41,16,7,1,12.65,9.1,-0.5,0.071828224
7.348962,0,1,10,8,7,41.87,0.76,2.01,1.81,2.02,2,0.39,430.85,297.13,0.82,27,7,1,11.85,8.8,-2,0.048259452
7.2038,0,1,10,8,7,41.87,0.76,1.99,1.81,2,1.99,0.41,430.42,297.28,0.82,27,9,1,11.85,8.8,4.6,0.052434906
16.619842,0,1,10,13,6,41.87,0.26,2.41,8.41,0.82,0.4,0.62,401.93,284.52,1.39,16,21,3,11.9,-3.75,5.1,0.65441799
7.16,0,1,10,8,7,41.85,0.76,2,1.79,2,1.99,0.4,428.69,297.02,0.8,27,27,5,11.4,9.05,4.6,0.080896921
16.39344,0,1,10,13,6,41.85,0.26,2.38,8.4,0.82,0.42,0.62,403.22,285.29,1.38,16,11,2,11.15,-3.5,2.3,1.2036951
16.174242,0,1,10,13,6,41.85,0.26,2.38,8.39,0.81,0.39,0.59,401.83,285.28,1.38,16,22,4,11.9,-3.5,5.4,0.53015536
7.267758,0,1,10,8,7,41.84,0.76,2.01,1.79,2.02,2.01,0.41,430.14,297.04,0.78,27,15,2,10.95,5,4.6,0.19698076
16.078238,0,1,10,13,6,41.84,0.26,2.42,8.41,0.79,0.41,0.58,402.3,285.35,1.4,16,17,2,11.15,9.1,2.3,0.70263743
7.119822,0,1,10,8,7,41.82,0.76,2.01,1.78,1.99,1.99,0.4,429.81,297.05,0.8,27,10,2,10.95,1.2,-2,0.36827949
7.2762,0,1,10,8,7,41.82,0.76,2,1.81,2.01,2,0.39,429.77,297.08,0.79,27,21,3,11.4,0.95,4.6,0.11281278
16.23376,0,1,10,13,6,41.82,0.26,2.41,8.42,0.8,0.42,0.6,401.45,285.05,1.42,16,3,1,12.65,-3.5,5.1,0.31176347
16.66896,0,1,10,13,6,41.82,0.26,2.42,8.4,0.82,0.42,0.58,402.61,284.4,1.39,16,10,2,11.15,-3.5,-0.5,1.1844301
24.53374,0,1,10,4,6,41.82,0.43,1.79,9.79,1.4,0.39,0.78,418.96,297.55,2.82,19,10,2,10.85,1.6,-0.6,2.0091414
7.1676,0,1,10,8,7,41.81,0.76,2,1.81,1.98,1.98,0.38,430.38,297.9,0.82,27,20,3,11.4,0.95,1.3,0.12778589
15.973721,0,1,10,13,6,41.81,0.26,2.41,8.39,0.79,0.41,0.6,404.56,284.55,1.42,16,16,2,11.15,9.1,-0.5,0.67160577
20.12472,0,1,16,10,5,41.81,0.39,1.98,4.62,2.2,0.6,1.4,420.45,306.98,2.82,14,13,2,16.95,4,-1.1,1.2578124
7.0884,0,1,10,8,7,41.8,0.76,2,1.79,1.98,1.99,0.39,429.78,297.08,0.82,27,3,1,11.85,1.2,4.6,0.064730585
16.708648,0,1,10,13,6,41.8,0.26,2.42,8.42,0.82,0.38,0.58,402.29,284.49,1.38,16,25,5,11.9,9.35,-0.5,0.21565303
7.236,0,1,10,8,7,41.79,0.76,2.01,1.8,2,1.98,0.4,429.58,297.35,0.79,27,17,2,10.95,8.8,1.3,0.30459175
7.236,0,1,10,8,7,41.79,0.76,2.01,1.8,2,2,0.38,429.09,297.07,0.81,27,18,2,10.95,8.8,4.6,0.17393729
20.12868,0,1,16,10,5,41.79,0.39,1.98,4.6,2.21,0.6,1.39,420.94,306.63,2.79,14,11,2,16.95,-0.8,1.2,1.4842989
7.279818,0,1,10,8,7,41.77,0.76,2.01,1.82,1.99,1.99,0.41,430.36,297.42,0.8,27,8,1,11.85,8.8,1.3,0.04190382
16.2624,0,1,10,13,6,41.77,0.26,2.42,8.4,0.8,0.39,0.61,401.76,285.02,1.38,16,2,1,12.65,-3.5,2.3,0.16140732
7.0844,0,1,10,8,7,41.76,0.76,2,1.78,1.99,2,0.4,429.78,297.81,0.81,27,12,2,10.95,1.2,4.6,0.17842461
15.99276,0,1,10,13,6,41.75,0.26,2.41,8.4,0.79,0.4,0.62,403.78,284.83,1.39,16,18,2,11.15,9.1,5.1,0.7506519
16.31016,0,1,10,13,6,41.75,0.26,2.4,8.39,0.81,0.41,0.62,403.27,285.05,1.39,16,23,4,11.9,2.8,5.4,0.44467366
16.39344,0,1,10,13,6,41.75,0.26,2.38,8.4,0.82,0.41,0.58,403.25,285.13,1.39,16,24,4,11.9,9.1,5.4,0.30106032
20.53532,0,1,16,10,5,41.73,0.39,2.02,4.6,2.21,0.58,1.39,418.99,307.01,2.79,14,2,1,19.85,-0.8,1.2,0.1841841
19.960098,0,1,16,10,5,41.73,0.39,1.99,4.58,2.19,0.61,1.4,419.83,306.35,2.81,14,10,2,16.95,-0.8,-1.1,1.5016092
20.38542,0,1,16,10,5,41.72,0.39,2.01,4.61,2.2,0.62,1.41,419.81,306.52,2.79,14,3,1,19.85,-0.8,3.5,0.24723575
20.292759,0,1,16,10,5,41.72,0.39,2.01,4.61,2.19,0.61,1.4,420.82,306.65,2.81,14,9,1,19.85,8.8,3.5,0.16343151
15.68736,0,1,10,13,6,41.71,0.26,2.4,8.38,0.78,0.41,0.6,401.84,284.95,1.38,16,13,2,11.15,2.8,-0.5,1.3902321
15.878921,0,1,10,13,6,41.71,0.26,2.39,8.41,0.79,0.4,0.59,401.99,284.83,1.39,16,19,3,11.9,-3.75,-0.5,0.6264267
20.2878,0,1,16,10,5,41.7,0.39,2,4.59,2.21,0.61,1.4,421.19,306.94,2.78,14,17,2,16.95,8.8,1.2,0.80002666
16.436682,0,1,10,13,6,41.68,0.26,2.41,8.42,0.81,0.41,0.62,402.33,285.1,1.39,16,1,1,12.65,-3.5,-0.5,0.1755923
15.79032,0,1,10,13,6,41.67,0.26,2.41,8.4,0.78,0.38,0.59,402.58,283.98,1.39,16,14,2,11.15,2.8,2.3,1.4020306
20.112462,0,1,16,10,5,41.67,0.39,2.01,4.59,2.18,0.61,1.39,419.67,307.03,2.81,14,1,1,19.85,-0.8,-1.1,0.183066
20.292759,0,1,16,10,5,41.66,0.39,2.01,4.61,2.19,0.62,1.42,422.03,306.79,2.82,14,14,2,16.95,4,1.2,1.2625039
20.15628,0,1,16,10,5,41.65,0.39,2.01,4.6,2.18,0.61,1.39,421.3,306.41,2.78,14,26,5,18.4,9.1,1.2,0.22014883
20.366058,0,1,16,10,5,41.63,0.39,1.99,4.61,2.22,0.59,1.4,420.3,307.08,2.78,14,7,1,19.85,8.8,-1.1,0.12978628
19.94652,0,1,16,10,5,41.62,0.39,1.98,4.6,2.19,0.6,1.39,420.29,306.48,2.81,14,16,2,16.95,8.8,-1.1,0.80046111
7.0884,0,1,10,8,7,41.61,0.76,2,1.79,1.98,2,0.41,430.29,297.53,0.82,27,2,1,11.85,1.2,1.3,0.055938616
20.332,0,1,16,10,5,41.6,0.39,2,4.6,2.21,0.6,1.4,420.47,306.78,2.82,14,25,5,18.4,9.1,-1.1,0.21915148
16.29072,0,1,10,13,6,41.59,0.26,2.4,8.38,0.81,0.4,0.59,401.37,284.88,1.38,16,15,2,11.15,2.8,5.1,1.4058537
